year,age,sex,lfp
1996,72,Female,.083466545
1997,72,Female,.10793889
1998,72,Female,.10394704
1999,72,Female,.14566261
2000,72,Female,.15184413
2001,72,Female,.11685613
2002,72,Female,.11866739
2003,72,Female,.095009796
2004,72,Female,.16673604
2005,72,Female,.12798724
2006,72,Female,.14484446
2007,72,Female,.12789737
2008,72,Female,.13174455
2009,72,Female,.16095565
2010,72,Female,.15069723
2011,72,Female,.15618876
2012,72,Female,.14642279
2013,72,Female,.15493964
2014,72,Female,.17268433
2015,72,Female,.17047898
2016,72,Female,.16320597
1961,73,Male,.28450224
1962,73,Male,.21981603
1963,73,Male,.28524432
1964,73,Male,.28330207
1965,73,Male,.26433921
1966,73,Male,.25572011
1967,73,Male,.31424296
1968,73,Male,.26326266
1969,73,Male,.25683793
1970,73,Male,.25694063
1971,73,Male,.27357835
1972,73,Male,.21720943
1973,73,Male,.26663595
1974,73,Male,.25061333
1975,73,Male,.22997744
1976,73,Male,.24459438
1977,73,Male,.23252466
1978,73,Male,.23562123
1979,73,Male,.23736438
1980,73,Male,.18117219
1981,73,Male,.20073991
1982,73,Male,.23069671
1983,73,Male,.20018527
1984,73,Male,.13762322
1985,73,Male,.18689474
1986,73,Male,.1806194
1987,73,Male,.1888973
1988,73,Male,.18171038
1989,73,Male,.160432
1990,73,Male,.19479814
1991,73,Male,.13967136
1992,73,Male,.14837599
1993,73,Male,.15996999
1994,73,Male,.15944807
1995,73,Male,.14271469
1996,73,Male,.14970487
1997,73,Male,.17658576
1998,73,Male,.20049722
1999,73,Male,.19339463
2000,73,Male,.17975521
2001,73,Male,.19286896
2002,73,Male,.19487
2003,73,Male,.1808386
2004,73,Male,.20448709
2005,73,Male,.18624751
2006,73,Male,.23004875
2007,73,Male,.23819694
2008,73,Male,.1916465
2009,73,Male,.17762399
2010,73,Male,.22840837
2011,73,Male,.23108475
2012,73,Male,.24222223
2013,73,Male,.2480308
2014,73,Male,.22407985
2015,73,Male,.19094458
2016,73,Male,.24102601
1961,73,Female,.061644074
1962,73,Female,.081397898
1963,73,Female,.12081234
1964,73,Female,.11399628
1965,73,Female,.096035883
1966,73,Female,.11176755
1967,73,Female,.12062766
1968,73,Female,.13594352
1969,73,Female,.12316416
1970,73,Female,.11187138
1971,73,Female,.11961862
1972,73,Female,.091010429
1973,73,Female,.084136657
1974,73,Female,.10204441
1975,73,Female,.087052159
1976,73,Female,.069594644
1977,73,Female,.10669859
1978,73,Female,.11536582
1979,73,Female,.083632767
1980,73,Female,.10044877
1981,73,Female,.062941365
1982,73,Female,.089957729
1983,73,Female,.057182692
1984,73,Female,.10278317
1985,73,Female,.096511312
1986,73,Female,.074415989
1987,73,Female,.06789653
1988,73,Female,.10107297
1989,73,Female,.10529367
1990,73,Female,.093610756
1991,73,Female,.083603688
1992,73,Female,.078020215
1993,73,Female,.083114393
1994,73,Female,.070723228
1995,73,Female,.088292845
1996,73,Female,.072276153
1997,73,Female,.074002087
1998,73,Female,.096821554
1999,73,Female,.10494967
2000,73,Female,.1195603
2001,73,Female,.11594728
2002,73,Female,.083348796
2003,73,Female,.1246687
2004,73,Female,.10135163
2005,73,Female,.1381744
2006,73,Female,.14239241
2007,73,Female,.11422545
2008,73,Female,.11366482
2009,73,Female,.13445896
2010,73,Female,.11294895
2011,73,Female,.15420422
2012,73,Female,.1672323
2013,73,Female,.1332261
2014,73,Female,.14675762
2015,73,Female,.14392662
2016,73,Female,.16350429
1961,74,Male,.25396633
1962,74,Male,.25988108
1963,74,Male,.27906936
1964,74,Male,.27924576
1965,74,Male,.26746649
1966,74,Male,.22799124
1967,74,Male,.27103302
1968,74,Male,.2846868
1969,74,Male,.23164719
1970,74,Male,.25231037
1971,74,Male,.27402553
1972,74,Male,.2728771
1973,74,Male,.26960614
1974,74,Male,.2733399
1975,74,Male,.17848738
1976,74,Male,.1801737
1977,74,Male,.2050713
1978,74,Male,.17030393
1979,74,Male,.22369805
1980,74,Male,.19937997
1981,74,Male,.18004316
1982,74,Male,.17355469
1983,74,Male,.20165005
1984,74,Male,.1764794
1985,74,Male,.14737789
1986,74,Male,.14795998
1987,74,Male,.16857161
1988,74,Male,.14537697
1989,74,Male,.13846396
1990,74,Male,.12145104
1991,74,Male,.17973925
1992,74,Male,.13760355
1993,74,Male,.13895631
1994,74,Male,.14533451
1995,74,Male,.14296517
1996,74,Male,.13751569
1997,74,Male,.14739782
1998,74,Male,.13792732
1999,74,Male,.20677297
2000,74,Male,.19220898
2001,74,Male,.14416102
2002,74,Male,.15812267
2003,74,Male,.1694923
2004,74,Male,.20173453
2005,74,Male,.20685874
2006,74,Male,.21501268
2007,74,Male,.21714324
2008,74,Male,.17026928
2009,74,Male,.21406275
2010,74,Male,.17844209
2011,74,Male,.24011545
2012,74,Male,.22510295
2013,74,Male,.20842776
2014,74,Male,.2081144
2015,74,Male,.22908106
2016,74,Male,.23696774
1961,74,Female,.095579572
1962,74,Female,.038260937
1963,74,Female,.076829165
1964,74,Female,.085983425
1965,74,Female,.090720601
1966,74,Female,.060069162
1967,74,Female,.10138671
1968,74,Female,.12139975
1969,74,Female,.12047298
1970,74,Female,.089973278
1971,74,Female,.085875578
1972,74,Female,.092105947
1973,74,Female,.081721894
1974,74,Female,.085896291
1975,74,Female,.07137578
1976,74,Female,.071533635
1977,74,Female,.077520616
1978,74,Female,.067484327
1979,74,Female,.063948408
1980,74,Female,.068603233
1981,74,Female,.07788644
1982,74,Female,.053182736
1983,74,Female,.058208931
1984,74,Female,.05169763
1985,74,Female,.066754334
1986,74,Female,.084416538
1987,74,Female,.077747241
1988,74,Female,.058960501
1989,74,Female,.073503949
1990,74,Female,.075847469
1991,74,Female,.058265042
1992,74,Female,.07320042
1993,74,Female,.086110935
1994,74,Female,.078514911
1995,74,Female,.086101621
1996,74,Female,.094456971
1997,74,Female,.10689289
1998,74,Female,.096477814
1999,74,Female,.094991133
2000,74,Female,.053141549
2001,74,Female,.090265207
2002,74,Female,.081143789
2003,74,Female,.10146907
2004,74,Female,.10733147
2005,74,Female,.11454171
2006,74,Female,.13268746
2007,74,Female,.13161685
2008,74,Female,.13666883
2009,74,Female,.12479319
2010,74,Female,.12428916
2011,74,Female,.12903146
2012,74,Female,.12300707
2013,74,Female,.10590784
2014,74,Female,.13551068
2015,74,Female,.13913694
2016,74,Female,.12154095
1961,75,Male,.27078775
1962,75,Male,.10599828
1963,75,Male,.32014254
1964,75,Male,.22212034
1965,75,Male,.2524243
1966,75,Male,.23654814
1967,75,Male,.24855411
1968,75,Male,.28909263
1969,75,Male,.21889992
1970,75,Male,.23578446
1971,75,Male,.19793025
1972,75,Male,.19142997
1973,75,Male,.25555244
1974,75,Male,.2422282
1975,75,Male,.18554544
1976,75,Male,.14960217
1977,75,Male,.2051013
1978,75,Male,.17082328
1979,75,Male,.18017998
1980,75,Male,.170562
1981,75,Male,.17864828
1982,75,Male,.124447
1983,75,Male,.14620247
1984,75,Male,.15595831
1985,75,Male,.093309589
1986,75,Male,.11626393
1987,75,Male,.14280899
1988,75,Male,.14669201
1989,75,Male,.12570201
1990,75,Male,.12879343
1991,75,Male,.12920432
1992,75,Male,.16189566
1993,75,Male,.15591848
1994,75,Male,.13878489
1995,75,Male,.12084562
1996,75,Male,.13467897
1997,75,Male,.14715096
1998,75,Male,.1593269
1999,75,Male,.14436486
2000,75,Male,.16190623
2001,75,Male,.14315404
2002,75,Male,.13573065
2003,75,Male,.16299126
2004,75,Male,.15757407
2005,75,Male,.15218993
2006,75,Male,.1729714
2007,75,Male,.20694382
2008,75,Male,.17634666
2009,75,Male,.19692548
2010,75,Male,.1953131
2011,75,Male,.15786625
2012,75,Male,.21847247
2013,75,Male,.13370296
2014,75,Male,.20403825
2015,75,Male,.16561905
2016,75,Male,.1749848
1961,75,Female,.07433527
1962,75,Female,.059409831
1963,75,Female,.066295683
1964,75,Female,.064836852
1965,75,Female,.1197132
1966,75,Female,.11107326
1967,75,Female,.052381687
1968,75,Female,.096684918
1969,75,Female,.068374738
1970,75,Female,.10869099
1971,75,Female,.081632867
1972,75,Female,.069424197
1973,75,Female,.090535074
1974,75,Female,.08158794
1975,75,Female,.080249414
1976,75,Female,.058893666
1977,75,Female,.058002427
1978,75,Female,.078908436
1979,75,Female,.044317748
1980,75,Female,.059165999
1981,75,Female,.045227438
1982,75,Female,.059304189
1983,75,Female,.037661899
1984,75,Female,.062891543
1985,75,Female,.053480696
1986,75,Female,.053466927
1987,75,Female,.080094285
1988,75,Female,.054520629
1989,75,Female,.054777909
1990,75,Female,.065481097
1991,75,Female,.086229376
1992,75,Female,.056627613
1993,75,Female,.085932985
1994,75,Female,.098218203
1995,75,Female,.0743514
1996,75,Female,.077141091
1997,75,Female,.059742205
1998,75,Female,.08206252
1999,75,Female,.12484119
2000,75,Female,.068109363
2001,75,Female,.067536786
2002,75,Female,.073627427
2003,75,Female,.090674251
2004,75,Female,.13066533
2005,75,Female,.080977961
2006,75,Female,.10236021
2007,75,Female,.11432441
2008,75,Female,.11604695
2009,75,Female,.10177523
2010,75,Female,.14950629
2011,75,Female,.09070877
2012,75,Female,.10873973
2013,75,Female,.14986317
2014,75,Female,.11139343
2015,75,Female,.14602128
2016,75,Female,.12496362
1961,76,Male,.23709476
1962,76,Male,.20361958
1963,76,Male,.26423922
1964,76,Male,.24381006
1965,76,Male,.24182242
1966,76,Male,.19290526
1967,76,Male,.23164259
1968,76,Male,.19443141
1969,76,Male,.23446549
1970,76,Male,.238998
1971,76,Male,.25011128
1972,76,Male,.23230864
1973,76,Male,.2253232
1974,76,Male,.19435897
1975,76,Male,.14790328
1976,76,Male,.16819833
1977,76,Male,.16660331
1978,76,Male,.20260181
1979,76,Male,.13087189
1980,76,Male,.16116619
1981,76,Male,.14771296
1982,76,Male,.12695414
1983,76,Male,.14610463
1984,76,Male,.12064034
1985,76,Male,.12217559
1986,76,Male,.088538945
1987,76,Male,.11409355
1988,76,Male,.15132198
1989,76,Male,.13233019
1990,76,Male,.14700374
1991,76,Male,.09611401
1992,76,Male,.091138616
1993,76,Male,.13893372
1994,76,Male,.14700757
1995,76,Male,.16214472
1996,76,Male,.15971014
1997,76,Male,.10545818
1998,76,Male,.12289035
1999,76,Male,.14495406
2000,76,Male,.10938747
2001,76,Male,.12941548
2002,76,Male,.16514227
2003,76,Male,.12151701
2004,76,Male,.14870839
2005,76,Male,.12298009
2006,76,Male,.14391415
2007,76,Male,.16979226
2008,76,Male,.16055065
2009,76,Male,.15518527
2010,76,Male,.18677457
2011,76,Male,.19459444
2012,76,Male,.18375561
2013,76,Male,.23412547
2014,76,Male,.17376681
2015,76,Male,.18539345
2016,76,Male,.15257756
1961,76,Female,.05100451
1962,76,Female,.046954762
1963,76,Female,.13239306
1964,76,Female,.065806054
1965,76,Female,.079333074
1966,76,Female,.066955537
1967,76,Female,.092630878
1968,76,Female,.075645417
1969,76,Female,.076237701
1970,76,Female,.069815196
1971,76,Female,.10006929
1972,76,Female,.063154943
1973,76,Female,.046058577
1974,76,Female,.082528181
1975,76,Female,.03882711
1976,76,Female,.073987402
1977,76,Female,.046780638
1978,76,Female,.067312315
1979,76,Female,.043906968
1980,76,Female,.066440918
1981,76,Female,.06168212
1982,76,Female,.045911595
1983,76,Female,.040643223
1984,76,Female,.045704059
1985,76,Female,.053154409
1986,76,Female,.040881969
1987,76,Female,.07353919
1988,76,Female,.06395334
1989,76,Female,.051455658
1990,76,Female,.093674079
1991,76,Female,.040274702
1992,76,Female,.059482463
1993,76,Female,.07066761
1994,76,Female,.083077863
1995,76,Female,.05397702
1996,76,Female,.047992613
1997,76,Female,.07126385
1998,76,Female,.057833664
1999,76,Female,.069217183
2000,76,Female,.088296391
2001,76,Female,.074319266
2002,76,Female,.041868154
2003,76,Female,.09000247
2004,76,Female,.061444718
2005,76,Female,.10962619
2006,76,Female,.095804721
2007,76,Female,.07467553
2008,76,Female,.11564103
2009,76,Female,.083012536
2010,76,Female,.087759092
2011,76,Female,.095438488
2012,76,Female,.091085605
2013,76,Female,.093828283
2014,76,Female,.11413261
2015,76,Female,.098177306
2016,76,Female,.13358587
1961,77,Male,.2242295
1962,77,Male,.15188
1963,77,Male,.27248034
1964,77,Male,.21856931
1965,77,Male,.19109926
1966,77,Male,.17494199
1967,77,Male,.22816618
1968,77,Male,.2365189
1969,77,Male,.19138677
1970,77,Male,.17143941
1971,77,Male,.21344708
1972,77,Male,.19557671
1973,77,Male,.20094122
1974,77,Male,.17574453
1975,77,Male,.13546726
1976,77,Male,.14063613
1977,77,Male,.15657659
1978,77,Male,.16428432
1979,77,Male,.19223101
1980,77,Male,.1032617
1981,77,Male,.11969201
1982,77,Male,.1371616
1983,77,Male,.15140085
1984,77,Male,.14106821
1985,77,Male,.12181517
1986,77,Male,.12765864
1987,77,Male,.13172127
1988,77,Male,.099089921
1989,77,Male,.13848491
1990,77,Male,.097912736
1991,77,Male,.11028411
1992,77,Male,.11048573
1993,77,Male,.14233992
1994,77,Male,.082283132
1995,77,Male,.11016721
1996,77,Male,.19654787
1997,77,Male,.13908061
1998,77,Male,.093246713
1999,77,Male,.15456577
2000,77,Male,.14269708
2001,77,Male,.10871097
2002,77,Male,.11284786
2003,77,Male,.16703191
2004,77,Male,.15604967
2005,77,Male,.13429101
2006,77,Male,.16634956
2007,77,Male,.10261935
2008,77,Male,.17835785
2009,77,Male,.17191489
2010,77,Male,.13839136
2011,77,Male,.17355797
2012,77,Male,.17866251
2013,77,Male,.19100609
2014,77,Male,.17581281
2015,77,Male,.17922866
2016,77,Male,.1577137
1961,77,Female,.066126674
1962,77,Female,.053620137
1963,77,Female,.060932931
1964,77,Female,.093045309
1965,77,Female,.093383156
1966,77,Female,.022610439
1967,77,Female,.07107985
1968,77,Female,.087413184
1969,77,Female,.05933417
1970,77,Female,.080093063
1971,77,Female,.034776568
1972,77,Female,.058918614
1973,77,Female,.041494619
1974,77,Female,.048579268
1975,77,Female,.073382273
1976,77,Female,.05715986
1977,77,Female,.05510411
1978,77,Female,.051957369
1979,77,Female,.038877051
1980,77,Female,.048558075
1981,77,Female,.046316616
1982,77,Female,.070354477
1983,77,Female,.04541757
1984,77,Female,.026331199
1985,77,Female,.030529063
1986,77,Female,.041179292
1987,77,Female,.032569051
1988,77,Female,.05644162
1989,77,Female,.029530989
1990,77,Female,.051418502
1991,77,Female,.087736718
1992,77,Female,.035287436
1993,77,Female,.042343669
1994,77,Female,.05335756
1995,77,Female,.040498052
1996,77,Female,.044102248
1997,77,Female,.057328969
1998,77,Female,.055775803
1999,77,Female,.073435813
2000,77,Female,.087103494
2001,77,Female,.071232408
2002,77,Female,.063171268
2003,77,Female,.066860385
2004,77,Female,.056508683
2005,77,Female,.067904823
2006,77,Female,.082437851
2007,77,Female,.082482867
2008,77,Female,.08173795
2009,77,Female,.097488917
2010,77,Female,.076849513
2011,77,Female,.087150127
2012,77,Female,.10250697
2013,77,Female,.12895711
2014,77,Female,.086117186
2015,77,Female,.086943671
2016,77,Female,.087973155
1961,78,Male,.15386721
1962,78,Male,.13607344
1963,78,Male,.16291279
1964,78,Male,.27181855
1965,78,Male,.16931608
1966,78,Male,.13819464
1967,78,Male,.20516098
1968,78,Male,.21867481
1969,78,Male,.17115502
1970,78,Male,.15832952
1971,78,Male,.19521107
1972,78,Male,.20957905
1973,78,Male,.077421367
1974,78,Male,.11914483
1975,78,Male,.13300997
1976,78,Male,.16309161
1977,78,Male,.14989449
1978,78,Male,.15682425
1979,78,Male,.10718927
1980,78,Male,.13352999
1981,78,Male,.096725754
1982,78,Male,.16654707
1983,78,Male,.1253114
1984,78,Male,.11706295
1985,78,Male,.10670928
1986,78,Male,.099031493
1987,78,Male,.11149827
1988,78,Male,.13952704
1989,78,Male,.11745267
1990,78,Male,.13242427
1991,78,Male,.053497415
1992,78,Male,.08754243
1993,78,Male,.10776759
1994,78,Male,.15563506
1995,78,Male,.080593348
1996,78,Male,.084585048
1997,78,Male,.10043901
1998,78,Male,.082311586
1999,78,Male,.11555289
2000,78,Male,.11534908
2001,78,Male,.10106584
2002,78,Male,.10520267
2003,78,Male,.11627501
2004,78,Male,.13803582
2005,78,Male,.14287539
2006,78,Male,.17900559
2007,78,Male,.14467055
2008,78,Male,.15595447
2009,78,Male,.18777849
2010,78,Male,.13707013
2011,78,Male,.11909078
2012,78,Male,.17379966
2013,78,Male,.18916075
2014,78,Male,.15534322
2015,78,Male,.16752081
2016,78,Male,.15174282
1961,78,Female,.060129922
1962,78,Female,.030615292
1963,78,Female,.07291925
1964,78,Female,.054232869
1965,78,Female,.055329483
1966,78,Female,.027108822
1967,78,Female,.037609346
1968,78,Female,.067261524
1969,78,Female,.080682702
1970,78,Female,.039318889
1971,78,Female,.048335917
1972,78,Female,.067539878
1973,78,Female,.069898143
1974,78,Female,.04599176
1975,78,Female,.040578995
1976,78,Female,.05608996
1977,78,Female,.035934523
1978,78,Female,.040553775
1979,78,Female,.062215496
1980,78,Female,.046425205
1981,78,Female,.036812052
1982,78,Female,.031974789
1983,78,Female,.060987841
1984,78,Female,.037786786
1985,78,Female,.029553005
1986,78,Female,.047812466
1987,78,Female,.069650047
1988,78,Female,.046828471
1989,78,Female,.029690096
1990,78,Female,.05670315
1991,78,Female,.063780658
1992,78,Female,.04829935
1993,78,Female,.032059059
1994,78,Female,.051400211
1995,78,Female,.070091441
1996,78,Female,.026680864
1997,78,Female,.047901921
1998,78,Female,.054494601
1999,78,Female,.035319161
2000,78,Female,.057408947
2001,78,Female,.068850659
2002,78,Female,.057595808
2003,78,Female,.052685641
2004,78,Female,.078872986
2005,78,Female,.083787672
2006,78,Female,.064788349
2007,78,Female,.046385128
2008,78,Female,.06429828
2009,78,Female,.065602787
2010,78,Female,.069054589
2011,78,Female,.072009452
2012,78,Female,.068698771
2013,78,Female,.086086579
2014,78,Female,.096250653
2015,78,Female,.091395751
2016,78,Female,.092711471
